Time	CpX	CpY	BottomLeft	BottomRight	TopLeft	TopRight	Weight	RAWBottomLeft	RAWBottomRight	RAWTopLeft	RAWTopRight
5.698     	   124.071	  -147.959	     0.303	    -0.118	    -0.368	     0.211	     0.003	     15926	      5357	      8797	     10346
5.723     	    16.036	    20.326	     0.207	    -0.317	    -0.167	     0.588	     0.032	     15925	      5355	      8799	     10350
5.748     	    -5.500	   -14.117	    -0.271	    -0.317	    -0.066	     0.117	    -0.055	     15920	      5355	      8800	     10345
5.773     	    -0.936	     0.362	    -0.176	    -0.516	    -0.569	    -0.167	    -0.146	     15921	      5353	      8795	     10342
5.798     	    52.920	    93.589	    -0.176	    -0.019	     0.135	     0.117	     0.006	     15921	      5358	      8802	     10345
5.823     	    15.927	   -22.262	    -0.080	    -0.417	     0.034	     0.117	    -0.035	     15922	      5354	      8801	     10345
5.848     	    33.622	     2.600	     0.112	    -0.317	     0.034	    -0.355	    -0.054	     15924	      5355	      8801	     10340
5.873     	    49.148	   -46.131	    -0.080	    -0.516	     0.235	     0.117	    -0.025	     15922	      5353	      8803	     10345
5.898     	   -74.071	    30.019	     0.494	    -0.815	     0.436	     0.305	     0.043	     15928	      5350	      8805	     10347
5.923     	    72.199	   -40.657	    -0.176	    -0.317	     0.436	    -0.167	    -0.023	     15921	      5355	      8805	     10342
5.948     	   -14.266	     3.231	    -0.176	    -0.019	    -0.267	    -0.072	    -0.055	     15921	      5358	      8798	     10343
5.973     	  -251.135	   310.905	     0.016	    -0.516	     0.235	     0.305	     0.004	     15923	      5353	      8803	     10347
5.998     	    36.884	    -4.881	     0.016	    -0.317	     0.135	    -0.261	    -0.044	     15923	      5355	      8802	     10341
6.024     	    -8.038	    -7.295	     0.303	    -0.616	    -0.569	     0.494	    -0.040	     15926	      5352	      8795	     10349
6.048     	    -3.041	     1.509	    -0.080	    -0.417	    -0.569	    -0.072	    -0.116	     15922	      5354	      8795	     10343
6.072     	     8.490	    -1.575	    -0.367	    -0.815	    -0.267	    -0.638	    -0.213	     15919	      5350	      8798	     10337
6.098     	   -31.555	   -20.305	    -0.558	    -0.019	     0.034	     0.117	    -0.044	     15917	      5358	      8801	     10345
6.123     	    -3.798	    -5.164	    -0.654	    -0.715	    -0.468	    -0.072	    -0.195	     15916	      5351	      8796	     10343
6.149     	    -2.427	    -3.964	     0.016	    -0.317	    -0.267	     0.117	    -0.046	     15923	      5355	      8798	     10345
6.174     	    -9.206	     2.672	    -0.463	    -0.317	    -0.971	    -0.261	    -0.205	     15918	      5355	      8791	     10341
6.197     	    24.848	    -5.578	    -0.176	    -0.417	     0.235	    -0.450	    -0.082	     15921	      5354	      8803	     10339
6.223     	    -9.403	    -7.619	    -0.558	    -0.616	    -0.468	     0.211	    -0.146	     15917	      5352	      8796	     10346
6.248     	   -11.866	    -2.492	     6.812	     2.071	     4.558	     1.249	     1.499	     15994	      5379	      8846	     10357
6.273     	   -11.622	    -4.534	    72.376	    22.865	    33.610	     9.079	    14.075	     16679	      5588	      9135	     10440
6.297     	   -11.546	    -2.170	    63.283	    19.880	    44.567	    12.947	    14.355	     16584	      5558	      9244	     10481
6.323     	   -11.297	     0.169	    47.586	    15.104	    49.191	    15.306	    12.978	     16420	      5510	      9290	     10506
6.349     	   -11.616	     0.618	    68.548	    20.477	    75.730	    23.042	    19.163	     16639	      5564	      9554	     10588
6.372     	   -11.907	     1.029	    81.852	    23.462	    96.841	    28.420	    23.528	     16778	      5594	      9764	     10645
6.398     	   -12.020	     1.866	   103.388	    29.531	   141.776	    40.591	    32.172	     17003	      5655	     10211	     10774
6.423     	   -11.997	     2.125	   115.639	    33.014	   165.600	    47.666	    36.931	     17131	      5690	     10448	     10849
6.448     	   -11.992	     2.565	   134.017	    38.188	   207.117	    59.743	    44.802	     17323	      5742	     10861	     10977
6.473     	   -11.996	     2.644	   142.727	    40.675	   223.704	    64.460	    48.119	     17414	      5767	     11026	     11027
6.498     	   -11.849	     2.592	   163.593	    47.540	   254.063	    74.649	    55.086	     17632	      5836	     11328	     11135
6.523     	   -11.835	     2.550	   173.260	    50.724	   267.634	    78.517	    58.177	     17733	      5868	     11463	     11176
6.548     	   -11.725	     2.513	   189.340	    55.201	   288.543	    86.914	    63.265	     17901	      5913	     11671	     11265
6.573     	   -11.691	     2.425	   196.423	    57.788	   295.279	    89.084	    65.161	     17975	      5939	     11738	     11288
6.598     	   -11.637	     2.307	   203.314	    60.674	   300.204	    90.782	    66.834	     18047	      5968	     11787	     11306
6.624     	   -11.538	     1.948	   220.065	    66.345	   304.929	    93.612	    69.893	     18222	      6025	     11834	     11336
6.648     	   -11.421	     1.795	   225.425	    69.131	   304.426	    94.745	    70.788	     18278	      6053	     11829	     11348
6.674     	   -11.381	     1.788	   225.042	    69.230	   303.321	    95.028	    70.676	     18274	      6054	     11818	     11351
6.698     	   -11.353	     1.961	   217.385	    67.240	   302.114	    94.839	    69.549	     18194	      6034	     11806	     11349
6.723     	   -11.416	     2.172	   209.440	    64.056	   301.511	    94.084	    68.275	     18111	      6002	     11800	     11341
6.748     	   -11.416	     2.220	   206.856	    63.261	   300.305	    93.707	    67.768	     18084	      5994	     11788	     11337
6.772     	   -11.532	     2.221	   206.377	    62.465	   300.204	    92.009	    67.455	     18079	      5986	     11787	     11319
6.798     	   -11.544	     2.154	   209.632	    63.459	   301.612	    92.197	    68.051	     18113	      5996	     11801	     11321
6.823     	   -11.724	     2.027	   218.342	    64.653	   307.442	    91.726	    69.608	     18204	      6008	     11859	     11316
6.848     	   -11.777	     1.953	   222.553	    65.748	   309.955	    91.537	    70.387	     18248	      6019	     11884	     11314
6.873     	   -11.900	     1.983	   226.286	    66.046	   317.294	    91.914	    71.586	     18287	      6022	     11957	     11318
6.898     	   -11.970	     2.034	   225.903	    65.549	   320.008	    91.631	    71.744	     18283	      6017	     11984	     11315
6.923     	   -12.074	     2.262	   219.395	    63.360	   324.431	    91.065	    71.250	     18215	      5995	     12028	     11309
6.948     	   -11.746	     2.457	   215.087	    64.156	   327.748	    96.820	    71.818	     18170	      6003	     12061	     11370
6.973     	   -11.043	     2.739	   206.760	    66.046	   328.352	   107.575	    72.320	     18083	      6022	     12067	     11484
6.998     	   -10.736	     2.810	   203.314	    67.141	   326.341	   111.349	    72.260	     18047	      6033	     12047	     11524
7.023     	    -9.798	     2.783	   200.826	    70.922	   314.379	   123.237	    72.384	     18021	      6071	     11928	     11650
7.048     	    -9.164	     2.531	   203.314	    77.389	   304.125	   128.237	    72.762	     18047	      6136	     11826	     11703
7.074     	    -7.575	     1.929	   205.803	    96.492	   281.205	   138.049	    73.627	     18073	      6328	     11598	     11807
7.098     	    -5.576	     1.410	   200.634	   120.769	   257.883	   149.936	    74.410	     18019	      6572	     11366	     11933
7.123     	    -3.362	     0.954	   186.947	   138.977	   222.397	   160.314	    72.310	     17876	      6755	     11013	     12043
7.147     	    -1.899	     0.443	   182.257	   153.503	   197.065	   164.654	    71.171	     17827	      6901	     10761	     12089
7.174     	    -0.142	    -0.135	   176.323	   173.204	   171.531	   170.126	    70.529	     17765	      7099	     10507	     12147
7.198     	     3.651	    -1.177	   162.253	   218.872	   126.094	   186.448	    70.782	     17618	      7558	     10055	     12320
7.223     	     6.997	    -1.531	   140.334	   253.696	    95.936	   208.242	    71.246	     17389	      7908	      9755	     12551
7.247     	     8.290	    -1.532	   129.805	   265.436	    86.285	   218.808	    71.463	     17279	      8026	      9659	     12663
7.273     	    10.337	    -1.231	   108.652	   278.172	    74.524	   239.753	    71.541	     17058	      8154	      9542	     12885
7.298     	    10.976	    -0.873	    98.411	   278.072	    74.524	   250.508	    71.583	     16951	      8153	      9542	     12999
7.323     	    11.864	    -0.179	    82.618	   271.605	    75.127	   268.622	    71.222	     16786	      8088	      9548	     13191
7.349     	    12.045	     0.135	    78.215	   267.526	    76.936	   276.736	    71.369	     16740	      8047	      9566	     13277
7.373     	    12.179	     0.638	    73.716	   256.979	    79.148	   289.001	    71.311	     16693	      7941	      9588	     13407
7.398     	    12.133	     0.848	    72.855	   253.397	    81.561	   294.756	    71.691	     16684	      7905	      9612	     13468
7.423     	    12.182	     1.099	    69.792	   246.632	    82.666	   298.152	    71.147	     16652	      7837	      9623	     13504
7.448     	    12.119	     1.192	    68.931	   245.040	    84.677	   299.190	    71.208	     16643	      7821	      9643	     13515
7.473     	    11.863	     1.469	    66.633	   237.080	    90.005	   299.284	    70.715	     16619	      7741	      9696	     13516
7.498     	    11.712	     1.611	    65.676	   232.503	    92.618	   298.907	    70.378	     16609	      7695	      9722	     13512
7.523     	    11.910	     1.529	    64.815	   230.613	    87.693	   294.850	    69.181	     16600	      7676	      9673	     13469
7.548     	    11.954	     1.471	    65.772	   231.210	    85.984	   294.756	    69.155	     16610	      7682	      9656	     13468
7.573     	    11.917	     1.400	    67.686	   236.483	    87.291	   297.964	    70.349	     16630	      7735	      9669	     13502
7.599     	    11.670	     1.462	    69.696	   239.169	    92.618	   302.775	    71.863	     16651	      7762	      9722	     13553
7.623     	    11.475	     1.540	    70.175	   238.672	    96.539	   304.096	    72.396	     16656	      7757	      9761	     13567
7.648     	    10.815	     1.625	    73.525	   235.488	   105.586	   301.171	    73.038	     16691	      7725	      9851	     13536
7.673     	    10.435	     1.628	    75.631	   233.697	   110.009	   297.398	    73.136	     16713	      7707	      9895	     13496
7.698     	     9.458	     1.596	    82.044	   226.235	   118.454	   285.321	    72.659	     16780	      7632	      9979	     13368
7.723     	     8.928	     1.539	    85.585	   221.957	   121.972	   276.925	    72.086	     16817	      7589	     10014	     13279
7.747     	     7.468	     1.192	   100.038	   214.594	   129.009	   255.697	    71.361	     16968	      7515	     10084	     13054
7.773     	     6.587	     0.958	   110.949	   210.813	   132.527	   245.602	    71.418	     17082	      7477	     10119	     12947
7.798     	     4.219	     0.422	   141.770	   199.371	   142.982	   223.242	    72.180	     17404	      7362	     10223	     12710
7.823     	     2.870	     0.229	   158.233	   190.516	   150.220	   212.204	    72.569	     17576	      7273	     10295	     12593
7.848     	    -0.745	    -0.163	   198.050	   163.353	   170.727	   180.882	    72.756	     17992	      7000	     10499	     12261
7.873     	    -2.923	    -0.348	   220.160	   147.235	   185.002	   161.541	    72.851	     18223	      6838	     10641	     12056
7.898     	    -7.303	    -0.849	   262.849	   115.496	   209.430	   118.519	    72.071	     18669	      6519	     10884	     11600
7.923     	    -9.171	    -1.076	   280.078	   103.258	   220.387	    99.367	    71.744	     18849	      6396	     10993	     11397
7.948     	   -11.779	    -1.413	   303.719	    90.721	   240.693	    70.026	    71.955	     19096	      6270	     11195	     11086
7.973     	   -12.798	    -1.308	   308.409	    86.045	   257.079	    59.271	    72.531	     19145	      6223	     11358	     10972
7.998     	   -12.973	    -1.094	   305.059	    83.856	   264.518	    58.893	    72.686	     19110	      6201	     11432	     10968
8.023     	   -13.027	    -0.560	   290.989	    79.180	   275.274	    61.629	    72.150	     18963	      6154	     11539	     10997
8.048     	   -13.020	    -0.041	   274.814	    74.802	   283.115	    64.082	    71.103	     18794	      6110	     11617	     11023
8.073     	   -13.034	     0.201	   268.401	    72.016	   286.332	    65.781	    70.666	     18727	      6082	     11649	     11041
8.098     	   -13.018	     0.487	   263.902	    70.524	   294.474	    68.517	    71.165	     18680	      6067	     11730	     11070
8.123     	   -13.056	     0.569	   263.519	    70.424	   298.697	    68.800	    71.575	     18676	      6066	     11772	     11073
8.148     	   -13.150	     0.770	   262.371	    69.429	   307.844	    69.837	    72.396	     18664	      6056	     11863	     11084
8.173     	   -13.028	     0.921	   258.829	    69.031	   310.358	    72.479	    72.520	     18627	      6052	     11888	     11112
8.199     	   -12.945	     1.136	   250.885	    68.235	   312.871	    73.611	    72.000	     18544	      6044	     11913	     11124
8.224     	   -12.626	     1.587	   231.550	    64.753	   309.754	    77.762	    69.778	     18342	      6009	     11882	     11168
8.248     	   -11.673	     1.833	   224.467	    67.937	   307.543	    91.348	    70.540	     18268	      6041	     11860	     11312
8.273     	   -11.236	     1.898	   222.362	    69.628	   305.331	    97.481	    70.898	     18246	      6058	     11838	     11377
8.298     	   -10.912	     1.926	   220.447	    70.325	   301.310	   101.726	    70.797	     18226	      6065	     11798	     11422
8.323     	   -10.197	     1.849	   216.523	    74.006	   289.448	   107.953	    70.197	     18185	      6102	     11680	     11488
8.348     	    -9.204	     1.355	   222.745	    86.344	   274.369	   114.180	    71.187	     18250	      6226	     11530	     11554
8.373     	    -8.491	     0.893	   229.540	    99.179	   265.221	   116.821	    72.527	     18321	      6355	     11439	     11582
8.397     	    -6.903	    -0.075	   241.122	   130.420	   245.820	   121.067	    75.350	     18442	      6669	     11246	     11627
8.423     	    -5.891	    -0.640	   242.079	   146.837	   227.424	   121.822	    75.323	     18452	      6834	     11063	     11635
